speed,speed_limit,speed_avg_week,speed_avg_time,speed_avg_week_time,speed_avg,seconds,air_temperature,wind_direction,wind_speed_ms,segangle,time,weekend,drifting,dry,fog,freezing,none,snow,thunder,wet,living_street,motorway,motorway_link,primary,residential,secondary,secondary_link,service,tertiary,track,trunk,trunk_link,unclassified,unpaved
44.609998703,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,5.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43.680000305200004,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46.1100006104,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52.0,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55.6949977875,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,6.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27.0499992371,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15.301999855040007,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,54.0,6.5,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44.819999694799996,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45.309997558599996,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50.5,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50.86999893189999,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51.4399986267,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48.484998703,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,5.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48.1699981689,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42.5599975586,48,47.04487897015237,45.89257312610221,46.69981617745058,46.44629145038065,0.0,7.0,230,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
